Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2021,Jefferson,WA,Truck,0,0,0,9679,9679,0.00
December 31 2019,Santa Clara,CA,Passenger,5,2,7,309,316,2.22
October 31 2021,Benton,WA,Passenger,598,424,1022,135925,136947,0.75
November 30 2019,Suffolk City,VA,Passenger,1,0,1,121,122,0.82
July 31 2021,Santa Barbara,CA,Passenger,1,0,1,72,73,1.37
June 30 2021,Whatcom,WA,Truck,11,0,11,44331,44342,0.02
July 31 2021,NULL,NULL,Passenger,7,5,12,1493,1505,0.80
December 31 2020,King,WA,Truck,7,1,8,187904,187912,0.00
January 31 2021,Columbia,GA,Passenger,1,0,1,128,129,0.78
October 31 2021,Carroll,MD,Passenger,0,1,1,9,10,10.00
July 31 2021,Adams,WA,Passenger,16,15,31,13150,13181,0.24
July 31 2021,Spartanburg,SC,Passenger,0,1,1,33,34,2.94
December 31 2019,Stafford,VA,Passenger,1,0,1,88,89,1.12
January 31 2021,Columbia,WA,Passenger,5,3,8,2516,2524,0.32
August 31 2021,Lincoln,WA,Passenger,9,15,24,7752,7776,0.31
July 31 2021,Anne Arundel,MD,Passenger,3,4,7,360,367,1.91
December 31 2020,Lewis,WA,Truck,0,0,0,27174,27174,0.00
October 31 2021,Clallam,WA,Passenger,373,237,610,50473,51083,1.19
July 31 2021,Asotin,WA,Passenger,22,18,40,12763,12803,0.31
August 31 2021,Manassas City,VA,Passenger,0,1,1,5,6,16.67
August 31 2021,Mason,WA,Truck,6,0,6,21367,21373,0.03
December 31 2020,Maricopa,AZ,Passenger,4,4,8,995,1003,0.80
January 31 2021,Douglas,NE,Passenger,1,1,2,43,45,4.44
July 31 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
July 31 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
January 31 2021,Douglas,OR,Passenger,1,0,1,34,35,2.86
November 30 2019,Yakima,WA,Passenger,130,125,255,170377,170632,0.15
August 31 2021,Montgomery,MD,Passenger,3,4,7,189,196,3.57
July 31 2021,Yakima,WA,Passenger,250,168,418,170894,171312,0.24
December 31 2020,Monterey,CA,Passenger,1,0,1,165,166,0.60
July 31 2021,Calvert,MD,Passenger,0,2,2,83,85,2.35
December 31 2020,Montgomery,PA,Passenger,1,0,1,17,18,5.56
January 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,87,88,1.14
August 31 2021,Allegheny,PA,Passenger,1,0,1,47,48,2.08
October 31 2021,Greene,MO,Passenger,0,1,1,15,16,6.25
December 31 2019,Allegheny,PA,Passenger,1,0,1,64,65,1.54
August 31 2021,Okanogan,NULL,Truck,2,0,2,12919,12921,0.02
August 31 2021,Anchorage,AK,Passenger,1,0,1,121,122,0.82
August 31 2021,Okanogan,WA,Passenger,13,6,19,5855,5874,0.32
January 31 2021,Ferry,WA,Passenger,9,3,12,4460,4472,0.27
December 31 2020,New Castle,DE,Passenger,1,0,1,23,24,4.17
August 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
December 31 2019,Arapahoe,CO,Passenger,1,0,1,127,128,0.78
August 31 2021,Arapahoe,CO,Passenger,1,0,1,85,86,1.16
August 31 2021,Orange,CA,Passenger,3,1,4,372,376,1.06
August 31 2021,Bay,FL,Passenger,1,0,1,26,27,3.70
October 31 2021,Harris,TX,Passenger,1,0,1,125,126,0.79
July 31 2021,Clallam,WA,Passenger,355,223,578,50818,51396,1.12
August 31 2021,Bell,TX,Passenger,0,1,1,305,306,0.33
August 31 2021,Pend Oreille,WA,Passenger,16,7,23,9295,9318,0.25
October 31 2021,Honolulu,HI,Passenger,4,1,5,266,271,1.85
December 31 2019,Bay,FL,Passenger,1,0,1,35,36,2.78
July 31 2021,Columbia,WA,Truck,1,0,1,1562,1563,0.06
July 31 2021,Contra Costa,CA,Passenger,1,0,1,135,136,0.74
August 31 2021,Pierce,WA,Passenger,3994,2094,6088,561269,567357,1.07
August 31 2021,Benton,WA,Truck,16,0,16,43858,43874,0.04
August 31 2021,Pinellas,FL,Passenger,0,1,1,56,57,1.75
August 31 2021,Plaquemines,LA,Passenger,0,1,1,18,19,5.26
January 31 2021,Guadalupe,TX,Passenger,1,0,1,42,43,2.33
December 31 2019,Boone,MO,Passenger,0,1,1,8,9,11.11
August 31 2021,Boone,MO,Passenger,0,1,1,6,7,14.29
October 31 2021,Kings,NY,Passenger,1,0,1,48,49,2.04
December 31 2020,San Juan,WA,Passenger,368,115,483,14385,14868,3.25
August 31 2021,Bucks,PA,Passenger,1,0,1,16,17,5.88
January 31 2020,Asotin,WA,Truck,0,0,0,6927,6927,0.00
December 31 2020,San Mateo,CA,Passenger,0,1,1,97,98,1.02
August 31 2021,Camden,GA,Passenger,1,0,1,114,115,0.87
January 31 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
August 31 2021,Riley,KS,Passenger,1,0,1,44,45,2.22
December 31 2019,Calvert,MD,Passenger,0,2,2,93,95,2.11
July 31 2021,Douglas,WA,Passenger,102,52,154,28724,28878,0.53
August 31 2021,Charles,MD,Passenger,1,1,2,58,60,3.33
August 31 2021,Charles,MD,Truck,1,0,1,12,13,7.69
January 31 2020,Boone,MO,Passenger,0,1,1,8,9,11.11
October 31 2021,Mason,WA,Passenger,267,159,426,47742,48168,0.88
October 31 2021,Mason,WA,Truck,7,0,7,21191,21198,0.03
December 31 2020,Thurston,WA,Truck,0,0,0,57340,57340,0.00
July 31 2021,Flathead,MT,Passenger,1,0,1,29,30,3.33
August 31 2021,Clallam,WA,Truck,3,0,3,22147,22150,0.01
January 31 2020,Broward,FL,Passenger,0,1,1,114,115,0.87
December 31 2019,Charles,MD,Passenger,0,1,1,77,78,1.28
August 31 2021,Spartanburg,SC,Passenger,0,1,1,33,34,2.94
January 31 2020,Caddo,LA,Passenger,1,0,1,15,16,6.25
July 31 2021,Franklin,WA,Passenger,139,101,240,62561,62801,0.38
October 31 2021,Montgomery,AL,Passenger,0,1,1,31,32,3.12
August 31 2021,Columbia,WA,Passenger,7,2,9,2479,2488,0.36
December 31 2019,Chelan,WA,Passenger,203,82,285,55726,56011,0.51
January 31 2020,Cascade,MT,Passenger,0,1,1,59,60,1.67
August 31 2021,Cumberland,NC,Truck,1,0,1,89,90,1.11
October 31 2021,Norfolk City,VA,Passenger,1,1,2,291,293,0.68
August 31 2021,Danville City,VA,Passenger,1,0,1,0,1,100.00
August 31 2021,Davidson,TN,Passenger,1,0,1,34,35,2.86
August 31 2021,Dekalb,GA,Passenger,1,0,1,48,49,2.04
January 31 2020,Chaves,NM,Passenger,1,0,1,10,11,9.09
October 31 2021,Orange,CA,Passenger,3,1,4,364,368,1.09
January 31 2021,Kittitas,WA,Passenger,141,55,196,30460,30656,0.64
August 31 2021,District Of Columbia,DC,Passenger,3,2,5,194,199,2.51
January 31 2021,Albemarle,VA,Passenger,1,0,1,23,24,4.17
January 31 2021,Klamath,OR,Passenger,1,0,1,22,23,4.35
December 31 2019,Clark,WA,Truck,0,0,0,83435,83435,0.00
December 31 2019,Clay,FL,Passenger,0,1,1,84,85,1.18
July 31 2021,Howard,MD,Passenger,0,1,1,68,69,1.45
August 31 2021,Douglas,NE,Passenger,1,1,2,34,36,5.56
August 31 2021,Douglas,WA,Truck,2,0,2,12735,12737,0.02
January 31 2021,Benton,WA,Passenger,468,370,838,137623,138461,0.61
July 31 2021,Island,WA,Passenger,640,327,967,63872,64839,1.49
January 31 2021,Benton,WA,Truck,0,0,0,44197,44197,0.00
August 31 2021,Erie,NY,Passenger,1,0,1,28,29,3.45
January 31 2020,Columbia,WA,Truck,0,0,0,1604,1604,0.00
January 31 2020,Cook,IL,Passenger,1,0,1,212,213,0.47
September 30 2021,Anne Arundel,MD,Passenger,3,4,7,340,347,2.02
September 30 2021,Asotin,WA,Passenger,21,18,39,12714,12753,0.31
January 31 2021,Bucks,PA,Passenger,1,0,1,19,20,5.00
October 31 2021,Saint Marys,MD,Truck,1,0,1,41,42,2.38
October 31 2021,San Diego,CA,Passenger,13,10,23,2268,2291,1.00
December 31 2019,Davidson,TN,Passenger,1,0,1,65,66,1.52
July 31 2021,King,WA,Truck,97,1,98,185458,185556,0.05
August 31 2021,Guadalupe,TX,Passenger,1,0,1,31,32,3.12
January 31 2020,Dekalb,GA,Passenger,1,0,1,75,76,1.32
December 31 2019,Dekalb,GA,Passenger,1,0,1,75,76,1.32
January 31 2021,Charles,MD,Passenger,1,1,2,62,64,3.12
January 31 2020,Denton,TX,Passenger,1,0,1,61,62,1.61
July 31 2021,Kitsap,WA,Truck,17,0,17,54853,54870,0.03
January 31 2021,Chesapeake City,VA,Passenger,0,3,3,379,382,0.79
September 30 2021,Calvert,MD,Passenger,0,2,2,81,83,2.41
January 31 2021,Maricopa,AZ,Passenger,3,3,6,974,980,0.61
October 31 2021,Spartanburg,SC,Passenger,0,1,1,31,32,3.12
December 31 2019,Douglas,WA,Passenger,68,38,106,28833,28939,0.37
July 31 2021,Lake,IL,Passenger,1,0,1,149,150,0.67
October 31 2021,Stafford,VA,Passenger,2,0,2,79,81,2.47
January 31 2021,Clallam,WA,Passenger,298,195,493,50862,51355,0.96
December 31 2019,Douglas,WA,Truck,0,0,0,12613,12613,0.00
September 30 2021,Charles,MD,Truck,1,0,1,12,13,7.69
January 31 2021,Clallam,WA,Truck,1,0,1,22321,22322,0.00
January 31 2020,Duval,FL,Passenger,1,1,2,347,349,0.57
December 31 2019,Dupage,IL,Passenger,2,0,2,52,54,3.70
January 31 2021,Maui,HI,Passenger,1,0,1,25,26,3.85
July 31 2021,Lewis,WA,Truck,2,0,2,26919,26921,0.01
January 31 2021,Milwaukee,WI,Passenger,1,0,1,34,35,2.86
August 31 2021,Kent,DE,Passenger,0,1,1,55,56,1.79
October 31 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
January 31 2020,Ferry,WA,Truck,0,0,0,3737,3737,0.00
August 31 2021,Kittitas,WA,Passenger,181,71,252,30016,30268,0.83
December 31 2019,Fairfax,VA,Passenger,3,3,6,726,732,0.82
August 31 2021,Kittitas,WA,Truck,4,0,4,14821,14825,0.03
January 31 2020,Franklin,WA,Truck,0,0,0,20454,20454,0.00
August 31 2021,Klamath,OR,Passenger,1,0,1,16,17,5.88
September 30 2021,Douglas,WA,Passenger,105,54,159,28627,28786,0.55
November 30 2021,Alameda,CA,Passenger,2,0,2,170,172,1.16
January 31 2020,Garfield,WA,Passenger,0,1,1,1339,1340,0.07
January 31 2021,Glacier,MT,Passenger,0,1,1,5,6,16.67
September 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,74,75,1.33
September 30 2021,Fairfax,VA,Passenger,5,7,12,596,608,1.97
November 30 2021,Anne Arundel,MD,Passenger,3,4,7,325,332,2.11
January 31 2021,Muscogee,GA,Passenger,0,1,1,160,161,0.62
August 31 2021,Los Angeles,CA,Passenger,7,5,12,708,720,1.67
November 30 2021,Asotin,WA,Passenger,22,18,40,12638,12678,0.32
September 30 2021,Ferry,WA,Passenger,10,3,13,4401,4414,0.29
January 31 2021,New Castle,DE,Passenger,1,0,1,23,24,4.17
September 30 2021,Franklin,WA,Passenger,144,105,249,62288,62537,0.40
January 31 2021,Norfolk City,VA,Passenger,2,1,3,333,336,0.89
January 31 2021,Howard,MD,Passenger,0,1,1,73,74,1.35
August 31 2021,Muscogee,GA,Passenger,0,1,1,137,138,0.72
September 30 2021,Grays Harbor,WA,Truck,8,0,8,21378,21386,0.04
January 31 2021,Orange,FL,Passenger,1,0,1,99,100,1.00
July 31 2021,Montgomery,PA,Passenger,1,0,1,14,15,6.67
September 30 2021,Harrison,MS,Passenger,2,0,2,47,49,4.08
September 30 2021,Hillsborough,FL,Passenger,0,1,1,116,117,0.85
January 31 2021,Lincoln,WA,Passenger,7,12,19,7788,7807,0.24
January 31 2021,Pacific,WA,Passenger,44,42,86,16040,16126,0.53
September 30 2021,Howard,IN,Passenger,0,1,1,4,5,20.00
July 31 2021,Multnomah,OR,Passenger,2,6,8,527,535,1.50
August 31 2021,Otero,NM,Passenger,0,1,1,30,31,3.23
September 30 2021,Island,WA,Passenger,671,341,1012,63524,64536,1.57
August 31 2021,Pacific,WA,Passenger,57,57,114,16148,16262,0.70
December 31 2019,Island,WA,Passenger,395,270,665,64730,65395,1.02
January 31 2021,Pend Oreille,WA,Truck,0,0,0,5869,5869,0.00
August 31 2021,Pacific,WA,Truck,0,0,0,7992,7992,0.00
December 31 2019,Island,WA,Truck,1,0,1,21866,21867,0.00
January 31 2021,Pennington,SD,Passenger,1,0,1,32,33,3.03
August 31 2021,Palm Beach,FL,Passenger,1,0,1,43,44,2.27
November 30 2021,Cowlitz,WA,Truck,9,0,9,28878,28887,0.03
August 31 2021,Pend Oreille,WA,Truck,1,0,1,5772,5773,0.02
January 31 2021,Mason,WA,Truck,0,0,0,21467,21467,0.00
August 31 2021,Pennington,SD,Passenger,1,0,1,24,25,4.00
January 31 2021,Philadelphia,PA,Passenger,1,0,1,54,55,1.82
August 31 2021,Pima,AZ,Passenger,0,1,1,190,191,0.52
July 31 2021,Okanogan,WA,Truck,0,0,0,3916,3916,0.00
November 30 2021,El Paso,TX,Passenger,2,0,2,307,309,0.65
August 31 2021,Polk,FL,Passenger,1,0,1,47,48,2.08
January 31 2021,Placer,CA,Passenger,1,0,1,70,71,1.41
September 30 2021,Kittitas,WA,Passenger,186,71,257,29897,30154,0.85
November 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,68,69,1.45
December 31 2019,Jefferson,NY,Passenger,0,1,1,227,228,0.44
January 31 2021,Nassau,FL,Passenger,1,0,1,19,20,5.00
November 30 2021,Ferry,WA,Passenger,13,3,16,4415,4431,0.36
December 31 2019,Jefferson,WA,Truck,0,0,0,9850,9850,0.00
August 31 2021,Saint Louis City,MO,Passenger,1,0,1,17,18,5.56
November 30 2021,Franklin,WA,Passenger,160,108,268,61999,62267,0.43
July 31 2021,Pierce,WA,Truck,35,0,35,146732,146767,0.02
September 30 2021,Lewis,WA,Truck,4,0,4,26727,26731,0.01
November 30 2021,Fresno,CA,Passenger,1,0,1,136,137,0.73
September 30 2021,Lincoln,WA,Truck,0,0,0,4786,4786,0.00
December 31 2019,Juneau,AK,Passenger,0,1,1,21,22,4.55
January 31 2021,Orange,CA,Passenger,3,2,5,426,431,1.16
July 31 2021,Platte,MO,Passenger,1,0,1,15,16,6.25
August 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
December 31 2019,Kent,DE,Passenger,0,1,1,69,70,1.43
November 30 2021,Grant,WA,Truck,7,0,7,27889,27896,0.03
September 30 2021,Maricopa,AZ,Passenger,2,1,3,707,710,0.42
November 30 2021,Grays Harbor,WA,Truck,9,0,9,21275,21284,0.04
January 31 2021,Pend Oreille,WA,Passenger,12,3,15,9425,9440,0.16
August 31 2021,Skagit,WA,Passenger,645,302,947,92088,93035,1.02
August 31 2021,Skamania,WA,Passenger,56,41,97,8464,8561,1.13
January 31 2021,San Diego,CA,Passenger,13,8,21,2665,2686,0.78
January 31 2021,Plaquemines,LA,Passenger,0,1,1,15,16,6.25
September 30 2021,Milwaukee,WI,Passenger,1,0,1,30,31,3.23
December 31 2019,Kitsap,WA,Truck,1,0,1,55716,55717,0.00
January 31 2021,Sarasota,FL,Passenger,1,0,1,19,20,5.00
November 30 2021,Harrison,MS,Passenger,2,0,2,44,46,4.35
December 31 2019,Kootenai,ID,Passenger,1,1,2,195,197,1.02
September 30 2021,New Castle,DE,Passenger,1,0,1,15,16,6.25
July 31 2021,Riverside,CA,Passenger,4,1,5,461,466,1.07
August 31 2021,Travis,TX,Passenger,1,0,1,97,98,1.02
January 31 2021,Riley,KS,Passenger,1,0,1,59,60,1.67
August 31 2021,Vigo,IN,Passenger,1,0,1,3,4,25.00
January 31 2020,Los Angeles,CA,Passenger,8,9,17,1008,1025,1.66
August 31 2021,Virginia Beach City,VA,Passenger,2,0,2,521,523,0.38
January 31 2021,Sacramento,CA,Passenger,2,0,2,212,214,0.93
July 31 2021,Saint Clair,IL,Passenger,1,0,1,127,128,0.78
January 31 2021,Skagit,WA,Passenger,547,265,812,93098,93910,0.86
August 31 2021,Wahkiakum,WA,Passenger,16,8,24,3090,3114,0.77
August 31 2021,Wahkiakum,WA,Truck,0,0,0,1810,1810,0.00
January 31 2021,Skamania,WA,Truck,0,0,0,4130,4130,0.00
August 31 2021,Wake,NC,Passenger,1,0,1,94,95,1.05
November 30 2021,Kern,CA,Passenger,1,1,2,171,173,1.16
September 30 2021,Pend Oreille,WA,Truck,1,0,1,5711,5712,0.02
September 30 2021,Philadelphia,PA,Passenger,1,0,1,38,39,2.56
July 31 2021,Saint Marys,MD,Passenger,1,1,2,161,163,1.23
September 30 2021,Placer,CA,Passenger,1,0,1,58,59,1.69
November 30 2021,King,WA,Truck,186,1,187,182201,182388,0.10
January 31 2021,Suffolk City,VA,Passenger,1,0,1,118,119,0.84
July 31 2021,Santa Clara,CA,Passenger,6,1,7,188,195,3.59
January 31 2020,Mason,OR,Passenger,2,0,2,18,20,10.00
December 31 2019,Lincoln,WA,Truck,0,0,0,4817,4817,0.00
September 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2021,Whatcom,WA,Passenger,1581,645,2226,151082,153308,1.45
January 31 2021,Spartanburg,SC,Passenger,0,1,1,36,37,2.70
January 31 2021,Twin Falls,ID,Passenger,0,1,1,17,18,5.56
December 31 2019,Los Angeles,CA,Passenger,7,8,15,1019,1034,1.45
September 30 2021,Queens,NY,Passenger,1,0,1,38,39,2.56
September 30 2021,NULL,CA,Passenger,1,4,5,211,216,2.31
January 31 2021,Stafford,VA,Passenger,2,0,2,86,88,2.27
November 30 2021,Lewis,WA,Truck,6,0,6,26546,26552,0.02
January 31 2021,Virginia Beach City,VA,Passenger,2,0,2,582,584,0.34
September 30 2021,Albemarle,VA,Passenger,1,0,1,22,23,4.35
January 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
January 31 2021,Wahkiakum,WA,Truck,0,0,0,1806,1806,0.00
September 30 2021,Bell,TX,Passenger,0,1,1,292,293,0.34
September 30 2021,San Francisco,CA,Passenger,0,1,1,68,69,1.45
January 31 2020,Moore,NC,Passenger,0,1,1,167,168,0.60
September 30 2021,Benton,WA,Truck,19,0,19,43807,43826,0.04
January 31 2021,Washtenaw,MI,Passenger,1,0,1,22,23,4.35
September 30 2021,Sarasota,FL,Passenger,1,0,1,21,22,4.55
September 30 2021,Bradley,TN,Passenger,0,1,1,0,1,100.00
January 31 2021,Wahkiakum,WA,Passenger,7,7,14,3090,3104,0.45
September 30 2021,Skamania,WA,Truck,0,0,0,4057,4057,0.00
January 31 2020,Nueces,TX,Passenger,1,0,1,84,85,1.18
November 30 2021,Monterey,CA,Passenger,1,0,1,135,136,0.74
November 30 2021,Montgomery,PA,Passenger,2,0,2,10,12,16.67
January 31 2020,Okanogan,NULL,Passenger,30,22,52,20854,20906,0.25
December 31 2019,Montgomery,MD,Passenger,0,4,4,265,269,1.49
January 31 2021,Whatcom,WA,Truck,3,0,3,44451,44454,0.01
September 30 2021,Spokane,WA,Passenger,1220,734,1954,326510,328464,0.59
November 30 2021,New Castle,DE,Passenger,1,0,1,13,14,7.14
February 28 2021,NULL,NULL,Passenger,7,5,12,1655,1667,0.72
July 31 2021,Walla Walla,WA,Passenger,114,79,193,36864,37057,0.52
September 30 2021,Carson City,NV,Passenger,1,0,1,9,10,10.00
February 28 2021,Adams,WA,Passenger,10,10,20,13244,13264,0.15
February 28 2021,Adams,WA,Truck,0,0,0,5487,5487,0.00
December 31 2019,Nassau,NY,Passenger,2,0,2,32,34,5.88
February 28 2021,Arlington,VA,Passenger,0,1,1,121,122,0.82
February 28 2021,Alameda,CA,Passenger,2,0,2,224,226,0.88
February 28 2021,Bartow,GA,Passenger,0,1,1,3,4,25.00
July 31 2021,Williamson,TX,Passenger,1,0,1,71,72,1.39
February 28 2021,Albemarle,VA,Passenger,1,0,1,23,24,4.17
December 31 2019,Otero,NM,Passenger,0,1,1,36,37,2.70
September 30 2021,Cumberland,NC,Passenger,0,2,2,374,376,0.53
December 31 2019,Pacific,WA,Truck,0,0,0,7910,7910,0.00
February 28 2021,Asotin,WA,Truck,0,0,0,6836,6836,0.00
August 31 2021,NULL,NULL,Truck,2,0,2,269,271,0.74
November 30 2021,San Juan,WA,Passenger,466,143,609,14116,14725,4.14
December 31 2019,Palm Beach,FL,Passenger,0,1,1,68,69,1.45
December 31 2019,Pima,AZ,Passenger,2,1,3,324,327,0.92
September 30 2021,Wahkiakum,WA,Truck,0,0,0,1820,1820,0.00
September 30 2021,District Of Columbia,DC,Passenger,3,1,4,192,196,2.04
January 31 2020,Ramsey,MN,Passenger,1,0,1,34,35,2.86
August 31 2021,Alameda,CA,Passenger,2,0,2,188,190,1.05
September 30 2021,Walla Walla,WA,Passenger,127,84,211,36530,36741,0.57
August 31 2021,Albemarle,VA,Passenger,1,0,1,23,24,4.17
December 31 2019,Polk,FL,Passenger,1,0,1,67,68,1.47
February 28 2021,Bexar,TX,Passenger,3,5,8,473,481,1.66
December 31 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
February 28 2021,Carroll,MD,Passenger,0,1,1,15,16,6.25
August 31 2021,Asotin,WA,Truck,2,0,2,6778,6780,0.03
January 31 2020,Saginaw,MI,Passenger,1,0,1,10,11,9.09
February 28 2021,Broward,FL,Passenger,1,0,1,94,95,1.05
November 30 2021,Thurston,WA,Truck,41,0,41,55797,55838,0.07
September 30 2021,Garfield,WA,Passenger,0,3,3,1356,1359,0.22
August 31 2021,Bexar,TX,Passenger,2,4,6,410,416,1.44
September 30 2021,Glacier,MT,Passenger,0,1,1,4,5,20.00
September 30 2021,Whatcom,WA,Truck,18,0,18,43869,43887,0.04
January 31 2020,San Bernardino,CA,Passenger,0,1,1,455,456,0.22
February 28 2021,Columbia,GA,Passenger,1,0,1,126,127,0.79
September 30 2021,Williamson,TX,Passenger,1,0,1,67,68,1.47
January 31 2020,San Mateo,CA,Passenger,1,1,2,117,119,1.68
February 28 2021,Contra Costa,CA,Passenger,1,0,1,155,156,0.64
November 30 2021,Yamhill,OR,Passenger,1,0,1,27,28,3.57
September 30 2021,Harnett,NC,Passenger,0,1,1,130,131,0.76
January 31 2020,Santa Barbara,CA,Passenger,1,0,1,91,92,1.09
December 31 2021,NULL,WA,Passenger,0,0,0,3,3,0.00
January 31 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
February 28 2021,Chelan,WA,Passenger,309,88,397,55401,55798,0.71
December 31 2021,Albemarle,VA,Passenger,2,0,2,21,23,8.70
August 31 2021,Chelan,WA,Passenger,369,101,470,54997,55467,0.85
December 31 2019,San Bernardino,CA,Passenger,0,1,1,452,453,0.22
October 31 2021,NULL,NULL,Passenger,6,6,12,1364,1376,0.87
December 31 2019,San Francisco,CA,Passenger,2,1,3,93,96,3.12
October 31 2021,Adams,WA,Passenger,16,16,32,13013,13045,0.25
February 28 2021,Dekalb,IN,Passenger,1,0,1,0,1,100.00
August 31 2021,Clark,NV,Passenger,4,1,5,490,495,1.01
December 31 2021,Benton,WA,Passenger,637,444,1081,134989,136070,0.79
December 31 2019,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86
December 31 2021,Benton,WA,Truck,27,0,27,43294,43321,0.06
January 31 2020,Skagit,WA,Truck,1,0,1,33510,33511,0.00
February 28 2021,Clark,NV,Passenger,4,1,5,557,562,0.89
September 30 2021,Kittitas,WA,Truck,4,0,4,14768,14772,0.03
February 28 2021,El Dorado,CA,Passenger,1,0,1,27,28,3.57
February 28 2021,El Paso,CO,Passenger,1,0,1,610,611,0.16
August 31 2021,Cowlitz,WA,Truck,7,0,7,29227,29234,0.02
February 28 2021,Frederick,MD,Passenger,2,1,3,70,73,4.11
December 31 2019,Skamania,WA,Passenger,29,19,48,8991,9039,0.53
February 28 2021,Cook,IL,Passenger,1,0,1,167,168,0.60
September 30 2021,Missoula,MT,Passenger,1,0,1,33,34,2.94
December 31 2019,Spokane,WA,Passenger,686,504,1190,322174,323364,0.37
October 31 2021,Calvert,MD,Passenger,0,2,2,80,82,2.44
December 31 2021,Clallam,WA,Passenger,388,236,624,50029,50653,1.23
February 28 2021,Cowlitz,WA,Truck,0,0,0,29591,29591,0.00
August 31 2021,El Paso,TX,Passenger,2,0,2,329,331,0.60
January 31 2020,Tuolumne,CA,Passenger,0,1,1,9,10,10.00
February 28 2021,Harris,TX,Passenger,1,0,1,171,172,0.58
August 31 2021,Garfield,WA,Passenger,0,3,3,1366,1369,0.22
January 31 2020,Valencia,NM,Passenger,1,0,1,3,4,25.00
October 31 2021,Clark,NV,Passenger,4,1,5,456,461,1.08
August 31 2021,Grant,WA,Truck,2,0,2,28224,28226,0.01
October 31 2021,Columbia,GA,Passenger,1,0,1,101,102,0.98
October 31 2021,Columbia,WA,Truck,1,0,1,1533,1534,0.07
September 30 2021,Pend Oreille,WA,Passenger,17,7,24,9259,9283,0.26
February 28 2021,Hidalgo,TX,Passenger,0,1,1,57,58,1.72
February 28 2021,Douglas,WA,Truck,1,0,1,12756,12757,0.01
December 31 2019,Vigo,IN,Passenger,1,0,1,4,5,20.00
September 30 2021,Plaquemines,LA,Passenger,0,1,1,18,19,5.26
February 28 2021,Honolulu,HI,Passenger,4,0,4,347,351,1.14
February 28 2021,El Paso,TX,Passenger,2,0,2,379,381,0.52
December 31 2021,Glacier,MT,Passenger,0,1,1,4,5,20.00
December 31 2019,Walla Walla,WA,Passenger,64,61,125,37056,37181,0.34
January 31 2020,Washoe,NV,Passenger,1,0,1,82,83,1.20
September 30 2021,Sacramento,CA,Passenger,2,0,2,184,186,1.08
December 31 2019,Walla Walla,WA,Truck,0,0,0,14086,14086,0.00
September 30 2021,Saint Louis,MO,Passenger,1,0,1,41,42,2.38
February 28 2021,Fulton,GA,Passenger,0,2,2,73,75,2.67
January 31 2020,Westchester,NY,Passenger,0,1,1,27,28,3.57
December 31 2021,Howard,MD,Passenger,0,1,1,61,62,1.61
February 28 2021,Garfield,WA,Passenger,0,2,2,1365,1367,0.15
October 31 2021,Douglas,WA,Passenger,105,55,160,28525,28685,0.56
August 31 2021,Island,WA,Truck,9,0,9,21683,21692,0.04
February 28 2021,Kings,NY,Passenger,1,0,1,50,51,1.96
December 31 2019,Wayne,MI,Passenger,0,1,1,57,58,1.72
February 28 2021,Grant,WA,Truck,0,0,0,28336,28336,0.00
February 28 2021,Lake,IL,Passenger,2,0,2,153,155,1.29
January 31 2020,Yakima,WA,Passenger,133,124,257,170646,170903,0.15
December 31 2019,Westchester,NY,Passenger,0,1,1,28,29,3.45
September 30 2021,Snohomish,WA,Passenger,6588,2198,8786,540049,548835,1.60
December 31 2019,Whatcom,WA,Passenger,1045,501,1546,154195,155741,0.99
September 30 2021,Spartanburg,SC,Passenger,0,1,1,32,33,3.03
December 31 2021,Kings,CA,Passenger,1,0,1,291,292,0.34
February 29 2020,NULL,CA,Passenger,1,2,3,223,226,1.33
September 30 2021,Stafford,VA,Passenger,2,0,2,80,82,2.44
December 31 2019,Whitman,WA,Passenger,43,49,92,23091,23183,0.40
October 31 2021,Howard,MD,Passenger,0,1,1,62,63,1.59
September 30 2021,Stevens,WA,Passenger,55,41,96,30389,30485,0.31
February 28 2021,Liberty,GA,Passenger,1,0,1,114,115,0.87
October 31 2021,Island,WA,Passenger,685,343,1028,63201,64229,1.60
December 31 2021,Lincoln,WA,Passenger,9,16,25,7649,7674,0.33
February 29 2020,Allegheny,PA,Passenger,1,0,1,61,62,1.61
